,Beauty,F&B,Gas,Groceries,Health,HouseHold,Lifestyle,Listrik,Transport
2030-10-20,139179.0862564835,463895.010609184,185225.80966523528,735160.2939295786,92908.21956929416,276963.3220435838,231092.64383427432,321170.58429800934,166871.8920066687
2030-10-27,139585.4580062608,472277.5780912583,187301.15367885042,746295.198293006,93373.47322207608,283295.75485635165,232289.86138410697,327503.6291697952,167583.2962083201
2030-11-03,141757.99550643892,471278.9062805203,187682.04752171462,752965.5602373442,94448.85060778633,284942.048063257,237508.7367011631,327164.8834849292,169750.56908632937
2030-11-10,143259.9332621046,478814.2273500795,190330.28894988226,762724.2215605672,96063.97507991722,286598.02155176096,236495.32005819073,334217.8090717485,172481.36121896075
2030-11-17,145668.5999190842,484714.14608925354,195102.4952397186,774935.7500527576,96732.65854726799,292556.5522184357,243819.58959386387,342204.5541032628,174825.38076391828
2030-11-24,146973.8425342372,494951.8689899584,196135.4600435639,785281.0549793526,97592.8886108983,293529.0912151854,247723.37964974766,345017.75387444935,176305.07183049867
2030-12-01,150337.86279215274,506145.174086257,198884.2262259472,791807.3495930134,100840.36055641728,298659.9345706522,249536.1957770582,348368.37630641233,179499.08865211238
2030-12-08,153604.47023785545,506855.88157804427,203809.87415666532,816084.5266410222,102327.33774141426,303996.9475213475,250837.6053953884,355673.5313515982,183912.79896801748
2030-12-15,154996.25518785193,515702.4857243531,207956.13788692246,822790.7628260787,102739.08551857692,309362.1840362931,258011.4039628652,361879.78855753184,186540.15046499405
2030-12-22,158080.5379655983,528541.2494394197,211091.29220936386,842446.3430512398,105531.02335197199,313973.6718839078,262885.1934217625,368978.69617794885,191202.66354424262
2030-12-29,161037.83920765616,536772.1661036419,215023.0226376362,864404.2304863214,106762.00009063951,322875.08702838863,266270.4709148769,372155.20402996166,193686.3928130147
2031-01-05,162960.29289980725,548820.7958267455,216924.81591639275,867048.9056535031,108972.54911014663,326134.1349068885,271457.9907639424,381979.81198791665,196943.3136661699
2031-01-12,166130.70648990865,554668.6108918176,219861.7055046593,875012.9145946192,110788.87015020731,332454.031709637,278517.1392128306,382513.46794464707,197906.0828588508
2031-01-19,168594.99067522842,561053.5910218393,226282.06215147823,897978.8971105706,112273.16034960322,336315.5656996636,281807.0695772806,392263.9769075281,202990.12996604058
2031-01-26,171165.36659518536,571783.6688143099,227800.13285618954,916895.089320121,113669.52351472263,339453.3140917247,283997.81072581693,398360.4429920152,205262.73530400125
2031-02-02,172866.4393479524,580925.7479042707,231010.76256467032,932879.7721413838,115285.52726440456,347297.47940927517,287079.9955144124,405816.11421259405,207639.5523998284
2031-02-09,175632.2840596092,587430.8768827099,235480.0627137357,931689.2759097369,116617.8383282027,348359.4203947003,292281.06406784605,409805.3739929861,210887.89552117724
2031-02-16,177937.53390488503,593148.3023659381,237308.27692466858,948994.9845540178,117960.11235351874,355025.1193037737,295673.23766989686,411856.3467574704,213927.53260489146
2031-02-23,180356.93977515868,600228.6269550142,239480.6638644981,954237.8625425459,119478.79890118359,356484.6915803756,299401.2190997248,416569.6201915492,215573.04691507868
2031-03-02,181422.56051757032,605266.9303028022,243102.47887557631,963326.1127054844,120110.85827078224,364387.12879485905,300502.6997726344,421988.2739453896,216053.10245639985
2031-03-09,183462.00085846882,609612.4441953776,241819.3004567334,980428.6481365224,121572.4353764131,365061.2721139324,303717.8978280942,424171.56485418574,218884.74984063554
2031-03-16,182108.83050893745,610569.5786559858,244506.9617028859,968304.6049856379,122533.18386507028,365527.3130491142,306892.8445185811,425249.9955640456,218647.38062945582
2031-03-23,183857.2421678681,610258.8771002998,244327.6820453339,978097.6343277255,121845.30783953339,368301.5633971372,306357.7124286013,426632.21147911844,220038.616835461
2031-03-30,183533.4602615292,611686.6300735015,244796.5306218305,979982.5260589307,122383.6714217513,365522.4335482522,305599.8122945456,429142.18609522143,219802.1294479411
2031-04-06,184903.15735844895,613885.6229447232,245876.20863779346,981734.1061452811,122423.71266084193,367336.82938507653,305205.73717540957,426702.58336739545,219715.98656368078
2031-04-13,182193.72440350335,607290.8212142643,244241.09991298258,975324.9892406554,122102.63321380611,365899.61188561755,304220.7387781413,426379.0525971618,220049.55641856013
2031-04-20,181390.73303832384,607656.764672047,243232.32863899556,972008.3323978,121384.993913931,364437.07896191935,304843.34184049757,428511.9460090463,217488.454956117
2031-04-27,180484.77678675586,602131.0572053113,242318.26903176162,963416.4525081201,120994.22205640578,363777.1727918379,300773.06031062565,419688.6383507438,218871.86109185586
2031-05-04,177964.6776171206,598597.1934251803,239045.17981759438,958717.0379535295,119946.19074990896,360213.93697487557,299319.19407017156,415727.00717723457,213830.14183005848
2031-05-11,177516.539729439,596232.3163088502,236375.26499359377,947485.1295417415,117988.40611930274,356254.7974856367,296582.0907035173,416496.6125700299,212955.12627991012
2031-05-18,175449.17621020635,587206.1666912885,233646.55841447445,941251.7579934062,117780.26183644238,349554.7202584008,292736.97926960496,409522.26795760245,211555.42154859353
2031-05-25,174021.41977136594,579811.5061420862,229911.80931930235,926034.2222905388,116382.72837297255,346377.1794200983,288132.1254509928,405229.87466663757,209216.2320676023
2031-06-01,171868.65771697956,568641.4954313725,230872.66144346926,916774.2188297245,114026.58410467517,343040.6180698998,286424.2860214333,399061.7713869462,205844.38073366153
2031-06-08,170570.70918613492,565744.237437478,224448.23304324228,902088.714381116,112794.68962220578,338467.220674861,281863.0467963858,394260.3722193438,202944.64563536618
2031-06-15,167311.29315747952,556941.9613823193,221910.0467482009,893029.4024902353,111407.31468229886,331501.6449706691,278289.42605152907,391527.2173467953,200287.66541140285
2031-06-22,163522.17213047194,551924.3030489928,218329.65319640274,874220.2910908127,109198.57633835614,331527.2147578051,272591.0827373156,383965.04117109213,196537.85731695057
2031-06-29,160597.86529706686,536802.808747878,215336.30843191335,853023.4770635894,108050.93989093513,324817.9436840366,270312.1537911465,377809.4691804846,194779.8746928352
2031-07-06,158957.44210756713,529176.2182489508,212267.07418445565,850853.0338905214,106907.60473326786,318080.18293846323,263218.2039883806,367561.44235321647,191061.61747753315
2031-07-13,154954.70241705066,520439.71695033065,208786.97658478128,828083.0831822357,103570.25853189328,311997.8099365579,262048.17922554925,361856.8613797702,187919.39470268445
2031-07-20,154753.36561882394,515209.53834751924,203923.2846206753,815410.3828823816,101562.65872804522,306441.2296340146,253448.40693676993,352917.7459495779,183186.18480228639
2031-07-27,151815.59195655055,502865.1340557312,201074.22744089304,802582.7514425438,100772.58387514217,300434.14604198583,252095.14902404541,350755.9445837942,181045.76465724636
2031-08-03,148282.84643056872,496146.64771325,198462.21751001797,798216.302610802,99450.60003232791,297385.6771170728,248318.83530257037,348488.5963053518,178091.25444972806
2031-08-10,145239.97599796625,489935.8309235727,195117.744733529,772923.0465829354,97567.78474293389,293436.2825997829,243213.59848971458,342795.9191570566,174924.75103562075
2031-08-17,145647.9008860807,482574.8448260797,194450.67438329553,783924.3093637421,97148.29473529829,287402.35234769084,241584.65343142065,337088.17720256594,173883.14369209917
2031-08-24,142899.84830686363,475503.0932663006,191138.64587270905,766814.9109205473,94654.53256067378,286472.7710074735,239908.98698853867,333594.39861536724,171099.02264696185
2031-08-31,142537.39356429732,472515.3294166366,189546.91955980615,756141.1227515419,94752.48019839397,282985.17408739735,233244.02866800284,329215.52340456663,170520.70104324588
2031-09-07,139327.0074371009,471093.506645305,188026.65217692964,749235.5076305838,93378.95504375167,278183.94502557727,234833.14464469132,328244.927133662,167664.2214108311
2031-09-14,139293.87321642108,463245.0600302603,187498.0131690005,746440.3735454914,94021.95860886124,278196.2314511036,229789.08561398138,327408.2307842427,169239.22193192132
2031-09-21,139286.48021740903,464607.582327435,185891.08481553086,744924.742740826,93851.28930499764,277944.6865851083,230930.49806662992,322164.8088214792,166332.3575384116
2031-09-28,139182.63428925417,462074.3607757542,184233.033177285,744700.3228447636,92381.60426872876,281126.32917387155,233948.78936267726,325201.64742288686,167174.25071619716
2031-10-05,139002.80180721902,467455.4529417403,186186.82249952393,745370.9560550989,92618.78870593135,279515.53150845756,231506.69064297402,326759.2464827704,167921.09447234342
2031-10-12,140326.14886931313,462388.73747154896,185827.32499961153,746273.0502986345,93669.13489019158,277714.80048645515,231631.00241124298,325611.26780776994,167317.2373168829
2031-10-19,139895.523263784,467590.15733455744,187066.36809934484,749590.5854431491,93603.92706565253,282121.53160576837,234246.30881513737,329517.4494381266,169602.70808207477
2031-10-26,141733.4605893836,473743.8470314934,189706.6909562879,755876.2146155172,94537.45785980028,281359.5344228916,238985.29159462047,335886.2174185094,169102.02900575916
2031-11-02,143364.99225562747,481496.3785125643,192271.310447225,763352.4763817547,95529.20789816689,288173.5776445177,236501.6814107317,334125.19801990787,173236.63056747653
2031-11-09,145365.14654024926,483100.01572966826,193327.0281296763,777758.1065992292,95693.0416983713,289251.9478516836,240318.05830162618,338973.36130515474,173987.91523611543
2031-11-16,147463.1623308077,488376.8384240704,196214.76790892033,785997.9664744089,97946.04857511356,293718.4480613733,246754.20822437623,341543.78617215494,175778.57113951727
2031-11-23,148253.6743464336,501693.41239130805,200498.42283171785,783423.2770096734,99053.24005650922,300183.0068019373,250817.38778827546,348210.55333694816,178647.3235031897
2031-11-30,150300.6574518304,501217.4421818998,202175.74395266475,810363.5661988239,100720.93397538821,300971.74080688786,252289.44943610736,354191.70919677726,182469.519038312
2031-12-07,154916.06384293796,507695.6725301634,207878.75808286585,821887.2446536169,103360.35348607713,305819.93517535867,255047.5278326985,359575.8552906723,184223.3577091515
2031-12-14,156829.95098158967,523035.75436714996,209339.7969424382,835022.314161443,103758.89020126371,312286.031955691,263587.66349826974,363570.53595992114,187222.4366466455
2031-12-21,158720.77944501696,529685.3455972329,210615.42970409,847950.6960406278,106594.6988249969,320121.8569713977,267463.29356874374,372019.4699104997,190939.19027909584
2031-12-28,163186.48536892523,537523.9892481177,216784.17013748235,868619.7649454552,107875.93279302299,321767.2236613514,270887.21938017505,380612.792796417,193368.47976324707
2032-01-04,164850.8544028517,550984.5525420218,220066.62295439217,882531.9641265289,109702.85220050678,325279.96345709823,273591.327775715,385234.67558454187,199355.40762970605
2032-01-11,168350.00019000925,558827.9261242994,224577.1224900313,890057.9682724997,112038.87081600013,334254.31631630927,279047.92549388815,392436.37461878563,200448.87763026042
2032-01-18,170139.0754091099,565551.2585833324,227457.7634153397,908766.5374047771,113562.31667931932,341004.48429597105,283280.2774787811,396458.24766459997,204854.57896522514
2032-01-25,174140.56063834575,572115.9046522704,229988.21027559528,916620.038100151,115348.63962839928,346990.39201397676,288071.89695524325,404033.9913732548,207302.5227089041
2032-02-01,176265.59249108683,585344.7661848818,232041.1509093832,927543.3239235345,117116.8169031027,349203.43167538074,293395.56322975486,408703.2547218059,209052.82358567155
2032-02-08,176930.06849096605,592014.8082859813,235946.69887914782,942116.0196473756,117912.20687662526,353616.4432939767,296293.92397196405,411608.41996180656,212534.79068449902
2032-02-15,179795.60357307698,596641.8115400888,237905.38002560567,958473.175808791,119071.83187265361,359864.7018211061,297098.1555035377,418380.2375980742,215585.91293321317
2032-02-22,181255.50420491173,607188.1666325288,240448.10620715912,967927.0188093596,119971.73956520302,358738.3319359026,303006.4076337292,420064.6327386662,216756.3314896898
2032-02-29,183232.47123956608,604678.1133222406,243529.90849964303,973817.6620612788,121057.95978262174,363829.2139800591,304068.07779404445,424039.78718559083,219720.9987369661
2032-03-07,182626.3115933104,607352.8677018398,246136.57675601207,980767.0721540346,123707.8833384847,366985.64421237854,306442.17255939945,428148.00097816775,220939.36887999828
2032-03-14,184701.76994951276,612227.6676736767,245977.6466691749,984396.6137058674,123413.82736004435,369048.2907909554,308811.8949982882,430290.38397228107,221851.70099460921
2032-03-21,185499.7102288752,615572.3411715712,245078.63942294882,982532.1635590442,122461.724059388,368647.0736876897,306453.67779433803,428899.25753483706,221233.37914143992
2032-03-28,183579.7893158185,616937.8283920928,246976.3945757346,987854.8578087535,122604.66697538544,369849.3493788304,308119.95791100996,433275.11093772034,220906.7545137597
2032-04-04,183876.2514474468,615275.8942951795,247548.22526257377,988608.0132046232,123416.72991882332,365794.8996337728,307275.1740307112,432116.30009490007,221164.2055535088
2032-04-11,182773.41415761,615222.932794386,245127.33481692072,985965.6362042147,123142.19125930902,367618.3039633594,305211.57286984334,428806.6812498512,221340.02279571616
2032-04-18,183321.35946753641,608615.8667507566,244563.8689578202,983547.1979838711,122623.38497990524,367727.0922555714,306305.7451276225,425530.5273240769,220719.30555422293
2032-04-25,182975.36813609622,611733.4496576807,243264.3034537282,975831.6764248003,121497.32973272266,363400.9818371165,307201.4647632293,425433.2436898558,216970.23946881472
2032-05-02,182187.25737283545,603329.5873332301,240629.08779860236,967061.7372769046,120644.26592584084,362209.4554999113,299467.3854589736,421694.07419619104,217265.28561906557
2032-05-09,179469.3172544247,600839.0601426701,239866.6086593237,961153.913855185,119773.1038748196,359497.8010894238,298982.559518038,418830.07019443257,215438.77570572274
2032-05-16,178742.87753896063,592594.8662985516,236574.2730244351,946674.7996551752,118390.5570896681,354529.0079582777,296669.7051351471,413581.1828958028,212775.90922505458
2032-05-23,174376.43851125814,585846.9317309487,234301.55191713278,932000.5792879921,115831.35955023911,351078.7248663335,292506.3720936024,405780.4845718412,211655.96398101744
2032-05-30,171837.6940790406,578475.1878957704,229932.81570027387,922628.9636565289,115295.25412375039,344786.36296918703,288383.9747819503,403255.93164460594,208117.87915709414
2032-06-06,170624.81045596092,570007.5088338213,227117.83667318782,907241.5693148191,113351.94426962546,341023.0255407227,282820.09826258174,397686.932759275,205978.93819343287
2032-06-13,168389.41453895488,561944.6917405037,224857.53529416167,893839.9026454381,112155.18267762121,337118.0551588847,280459.9258490926,393345.4261819389,201527.2740743853
2032-06-20,165433.2189845587,554848.6814774288,220237.48690874732,881863.2055604943,111797.78953172125,331150.9395327112,274816.945104779,384846.2106758991,199393.01779801142
2032-06-27,161223.9848989585,543073.1911708816,218759.7191498846,864961.341510605,108700.11848206275,324669.3360436309,268553.5419920908,382745.00245104166,196801.03952386085
2032-07-04,160024.55287271325,535410.4857351307,213055.55435084915,852588.9160272988,106570.83042514567,320519.1104111319,268312.22844622185,370201.21247517096,193290.19558716274
2032-07-11,156469.4153703479,524601.5524167039,210155.04138672064,832146.9679760598,105426.079081473,315967.44967740803,263610.92810101353,369672.6672778499,187954.39356078597
2032-07-18,155384.91612946612,519875.8320981023,207442.8064556645,826894.0373246574,103496.45175550031,306690.41151782096,258202.34575080316,361000.3191425983,185630.88559162413
2032-07-25,152708.85072399248,506422.026042918,201826.83698629343,812985.6327783548,101832.64860483917,306606.4151762735,254342.8467592902,357183.3782852475,182610.03421239898
2032-08-01,149432.7085033123,504961.07889246964,198422.6823120963,797465.6099720355,100395.17085864636,299770.85457809403,251572.26142099075,350460.7620642376,180605.47109323804
2032-08-08,147642.31688019237,493325.3286840389,195844.63310968978,792118.1403707692,99713.41649454471,296693.66903625015,246993.28635129746,347392.22868049936,178250.97868134698
2032-08-15,145340.97663745025,483541.0181742614,196109.76647524978,783139.0100377966,96858.14696824834,294066.64394320175,244688.9999082299,340304.68571272213,174607.46072801715
2032-08-22,144441.63404125872,481949.0722513222,192099.66633972566,764175.8584849965,96562.57828121478,286919.77618258144,240442.5528559303,335217.58210577053,173447.42669958153
2032-08-29,143828.27824410357,475337.1092020716,193374.0946239718,760212.6822389492,94944.75710416099,285159.68150381395,240159.84884609684,336413.6993447555,169916.37120553266
2032-09-05,141286.4238198554,475520.6700544954,188803.37687415205,754393.9284920886,94961.56855957584,283618.61366540054,237110.51274842766,331194.75169712276,171728.6125307502
2032-09-12,141624.32954368516,469189.4222419,188512.94417925942,749553.9590998141,93704.85318228813,281316.9590324069,235653.05602458533,329962.41486195155,169034.4167718471
2032-09-19,140387.74440225144,468169.33347039897,189256.02677394226,754173.5666532245,93648.27500388464,284173.28009581676,233054.81966582793,330660.1702869836,168992.80268509698
2032-09-26,140055.63439314428,464110.44489710627,189539.81157794717,749359.570204061,93619.31438777507,280015.4198939419,234775.8431801122,326378.0860334638,168501.66207822
2032-10-03,140762.96831427293,468346.7044826735,189852.49168895488,750105.8930840314,94383.40241583159,280853.16199924744,233698.79149353004,329676.33826742606,170043.3141185987
2032-10-10,140585.4698516484,465146.64032830414,189690.90168854376,745914.6923741754,94700.49495094651,283030.3867343303,234805.31591427766,328812.1212276035,167080.5261148979
2032-10-17,141783.8917802209,470037.33880539006,190622.9008714532,760937.0255034039,94176.56048459768,282595.0332293485,235979.32839665702,331566.6707324954,170624.00520298423
2032-10-24,142444.72695711837,479711.4878955607,191716.70745128123,759539.6884289063,95589.55730653994,286092.7496854856,237572.43196272594,334593.80406806257,171916.5255701241
2032-10-31,146251.20455494133,484556.7027474738,193815.24201650536,772387.2542824202,96163.65054279477,290031.5013023833,243952.06542919457,335189.1533880606,173324.92009747235
2032-11-07,146508.65525209426,489337.6691981807,194758.4244011588,782347.948221782,97025.55260340599,292465.1245696572,245801.18647434466,340428.852880667,177332.25299681065
2032-11-14,147907.54721465698,492357.03079434845,197091.58957744628,797081.7882268289,98846.38570522211,296724.6024029529,249787.69495376607,348706.507368243,177320.2131018115
2032-11-21,150760.53102177306,501880.87523871963,200796.6869942189,797964.964210043,100245.78933158702,300406.0940087722,249471.45804009284,352950.9421203756,181414.67186597895
2032-11-28,152869.88721602457,509838.1044965824,203768.65971519865,803677.328727611,103182.78041203454,303636.5610428142,255012.62260954303,356783.35833069356,183865.58741378668
2032-12-05,155294.9692002744,515306.40961009974,206827.70048390518,829859.1123119446,103856.94417929657,311403.7826168575,257484.27613503544,363167.09098555427,187688.2030071912
2032-12-12,158544.23067104814,530703.847907803,211474.52830881078,850314.6081714596,104700.26168029991,318799.61089950195,262603.05748019624,368346.8221225058,189099.85659891894
2032-12-19,161353.16530338023,538143.5207959218,215335.3512363635,862475.9695229298,106907.63601181103,321597.6714878647,266827.39880547056,377539.1014738367,192282.3694158023
2032-12-26,163128.1356999857,544534.2947677379,218123.08896721664,872977.3659847977,109528.0326881771,327389.9192972585,274092.83260920795,381210.07663047855,197217.67678956196
2033-01-02,165835.12492005876,554290.5099326272,223166.84821511165,884790.7277936973,111888.88045346315,333573.06133375986,276616.36056994327,388362.03039583465,199903.17549814782
2033-01-09,168762.12870250805,563749.0152711082,224149.5341863622,904393.3835885321,111852.61999412888,336032.83920592355,282949.5032927372,396265.1935281161,201371.65735843708
2033-01-16,169864.88584791118,566866.7519004822,228594.77616933745,911259.5577156508,113454.25562173905,345736.42543012014,286740.69564775715,399019.36225159967,205424.2175527385
2033-01-23,172961.4965714456,579708.3561040136,231413.69750352323,930427.510373929,117000.74249974891,348499.27293082327,293042.69822028856,408956.2907650902,209265.21223017672
2033-01-30,177477.13273324835,586468.2961555554,233402.76609314687,943099.0914775463,117829.45844379542,355351.7394139636,292237.3231088503,409042.972275834,212496.3602385899
2033-02-06,179853.40756086173,592894.8892277153,238076.89501513835,956879.1424339197,118645.64148455234,356139.81405818556,299273.5111759598,419631.13120616425,213732.31054300925
2033-02-13,180383.03850360445,601196.6343786909,240638.00653597902,974077.6563330935,120647.19156524238,363866.72395038017,302382.74364345375,420677.38730571803,214060.94824909084
2033-02-20,182706.78013842503,612075.4243709012,244545.93296475304,973699.5967547587,120198.36774124703,365711.4580733186,302573.8804793549,424882.1228289499,219200.13576652316
2033-02-27,183942.32536073498,613965.0663025917,245575.9953443245,977744.8801362489,122474.27958318344,368247.33561843314,307440.39624530356,425346.55360502686,219352.37667284318
2033-03-06,187162.05496849734,614748.3670660626,245446.33899187867,985779.8060160636,123399.17349452547,370056.8254058415,308508.3384740426,430527.52942295285,220007.86831627693
2033-03-13,186529.80271150026,620398.5287131381,249440.92127023323,983271.0111960397,124255.54942171845,371007.45012873696,309199.1905549321,431457.2888025263,220279.05250102343
2033-03-20,186112.8438435378,624194.328715293,249499.40974505653,990334.6516737685,123632.24004861932,374218.3615620076,309318.050703199,433423.776982276,224183.12121875604
2033-03-27,185685.07877359592,623650.697887436,249117.74317553025,992505.4521357942,124310.6663167325,373014.00801286456,309770.67002576555,434697.08538597735,223797.83663021994
2033-04-03,185061.7507651633,621037.6942759887,248128.96324162552,991325.435770163,123715.01135720787,369582.5664553323,313006.57429532654,436298.1681711594,223316.81186378677
2033-04-10,185958.32619124095,617735.0862702045,246781.53204906388,991573.3046312843,123998.17752073084,369935.67723612057,309677.06763093104,433910.005615079,224216.99608387516
2033-04-17,184459.04170781694,618499.9075066347,246329.53291296918,983517.2790266321,122903.19668333861,369773.84090527124,309354.83711321466,432266.47859927244,222605.157934857
2033-04-24,182873.41133546142,614117.38552242,246342.21744325044,985497.9979634829,122422.68399219302,368345.2017100677,305578.2118023484,427276.41151072615,222182.79197964136
2033-05-01,182078.45009399185,610782.5822406485,245302.4259821663,973672.1869645995,121211.01214072073,365041.8767809976,303297.4834125125,424439.8997766007,217822.5937836582
2033-05-08,180105.47533980964,604643.3839792729,242765.4253182994,964851.5258755544,120936.65901592544,363661.7288697313,302880.2082490964,425286.5869146624,217068.86804946593
2033-05-15,180289.66227949687,599371.5686322732,238210.22531580366,953484.7200843081,119778.76292712329,355121.95931032696,296686.873157548,416436.7789799466,213374.1252263777
2033-05-22,177575.6345960418,588376.594565531,234766.25560448394,944164.2548865278,117825.62623390777,354044.1914614172,294338.3240873346,415698.6422572029,212090.84163532575
2033-05-29,174612.14160098007,585353.8887706442,232965.04768953455,934597.038829164,116431.19971879169,346509.2733258544,291072.73606711946,407016.9254265494,209317.99102997102
2033-06-05,173279.31950771116,574391.8703568765,227790.70917249538,914768.0732893893,114055.27856171233,345478.2912503136,287088.1514248728,401732.51382985304,207167.18595778913
2033-06-12,169662.28185639656,570535.6709337659,226462.1752150659,901923.5640472233,112919.66542643716,339066.8231796587,282449.8927698312,397616.40215694427,203566.1142438207
2033-06-19,166314.66706804337,554812.4645182414,222466.57103908743,889241.7903864377,111281.98450417217,334550.6753961153,278762.4917581025,391800.6155828182,200913.8226872994
2033-06-26,165419.79970535124,551931.4316659098,218570.57236133039,870762.9517589017,110828.7009771143,327259.08885391336,274661.8307737706,383120.1435301092,197766.04409670376
2033-07-03,161998.46560852154,539142.3872111834,213864.34103374396,858559.144965157,107173.5385376183,325107.7635490027,270242.1020580876,376373.9018331061,195852.57550055452
2033-07-10,158172.72305339214,528206.9805547538,212447.81033208565,845831.9574078851,106699.19373213418,319463.9023343622,263685.50802106014,370787.007109739,190457.02221320686
2033-07-17,156242.79788269126,520075.4583857108,207981.36834867674,837553.8334762055,104755.46398090223,313646.42023702577,260287.39261301229,365491.04675399885,186815.74183890506
2033-07-24,153280.07852279182,512321.7724389489,204079.13944806356,822046.4704511032,102764.84634413199,307679.3085553656,258054.77393206352,360745.62994862633,184945.62590918122
2033-07-31,150603.40871824478,506528.77658756496,199315.08247534244,809523.7383999665,101972.9825864096,304150.8029608788,253852.48984524744,353835.2554583319,181246.55819533608
2033-08-07,150225.24040225404,499742.44619210646,199346.62808375646,800900.1638039002,99873.12423070698,298000.8756312296,247501.6044216575,349987.801251953,180770.49338151928
2033-08-14,149070.33943263005,490693.33983107837,198623.2875330397,786854.6565918821,98620.09756601893,296559.887393086,246503.14479590266,347356.4424201216,176911.03610768224
2033-08-21,144942.6078572595,486577.5586447606,196316.63726471306,780183.3716003763,97301.12869857383,294457.2884167336,240846.44100098798,341314.20340925246,174680.8215140621
2033-08-28,145037.03860465597,487405.04815365653,192362.65264626447,770866.1085996729,97021.65889263467,290835.53919424483,241083.35475613893,337979.95307799714,173113.58986352966
2033-09-04,143040.6266011761,482747.55301864335,190769.26597699485,766547.361547025,96233.97363558375,285962.8133513238,241586.55631762827,332241.9926214665,172880.9059147454
2033-09-11,142383.84079263368,476921.42527570913,190801.02069668466,758997.9511319922,94853.2845765567,286040.49563682405,236730.44215417578,328477.653531616,171157.0495116403
2033-09-18,141844.03234626204,474389.4346602245,188719.3849467333,749115.8129105807,94199.2615956614,282636.9432632444,236104.3091755375,332685.75570151553,170168.49320921206
2033-09-25,141505.1861134916,474144.0089526338,189839.36415415475,757613.1723685958,94667.2958084698,285164.94384826644,237877.00254488518,331524.8090403452,172082.6317547629
2033-10-02,142382.5224786079,476020.8991239902,190560.9219552504,764870.3592518626,94497.40155623404,285368.1676345924,235315.05020207,331240.10325341416,170044.80465258355
2033-10-09,142241.57917956504,473658.99114324833,191713.3222463821,765650.4176989575,95211.43222394121,282924.85902444844,237317.0424907659,333777.3586466972,171469.7595868777
2033-10-16,143904.86155197662,478363.2884319141,191502.53783370904,770272.3575791207,96420.06502243657,285661.3620994149,240248.91630971344,335199.00431673613,173029.4982556193
2033-10-23,144808.3469678835,478648.62498187384,192924.36031645015,777456.6591537334,96335.36620577017,289267.342754825,240617.18527367216,339947.6750552068,172347.02906058903
2033-10-30,146101.33984351452,488599.89406872774,194162.75191812924,780517.5683833889,97498.95556178711,292109.81213661743,243505.95564709353,341471.9794030033,175968.89550566254
2033-11-06,147304.4250149948,494901.64905434346,196486.5833279948,790043.117557761,98685.74320842153,294155.9801199238,247572.0617404371,343991.44569468783,176632.5204058988
2033-11-13,149502.65302113557,498576.138907791,199687.16313351426,797183.9605199257,100381.03645381054,300453.9311321519,250418.9851361904,351581.66446265636,180662.7823256248
2033-11-20,152669.4796815021,510944.7544486677,203171.28052299324,809951.3686406,100278.51284109622,304583.08293767634,253838.41676559055,354526.87189715396,181657.13760383226
2033-11-27,154832.7113174212,511792.3305981706,206856.28252850383,826233.8762081668,102667.99880375263,308622.64315543807,257004.46952875066,361321.1605254,185971.9202407075
2033-12-04,156230.42013973597,519551.018043925,208481.6031470995,841954.6661397945,104748.03289502965,312793.4858964322,262068.55401631095,365412.8999352773,189351.55364766708
2033-12-11,159660.99504849772,532516.1156111526,214274.68299486057,850570.1926008803,106991.03669116396,320746.05232847645,265822.82718225167,371231.2931957064,192279.08785638047
2033-12-18,162851.46503678398,543577.4947373809,216112.77599129762,863734.8413099551,107945.998572417,327058.9600581427,271052.13150283246,378819.1186894203,194971.69461652046
